date,group,index,category,sub-category
1/10/2020,55,109.6,Furnishings & Household Equipment,Tools & equipment for house & garden
1/10/2020,56,124.5,Furnishings & Household Equipment,Goods & services for routine household maintenance
1/10/2020,61,119.9,Health,Medicines & health products
1/10/2020,62,141.3,Health,Outpatient care services
1/10/2020,63,120.3,Health,Inpatient care services
1/10/2020,64,117,Health,Others health services
1/10/2020,71,94.9,Transport,Purchase of vehicles
1/10/2020,72,102.9,Transport,Operation of personal transport equipment
1/10/2020,73,134.6,Transport,Passenger transport services
1/10/2020,74,,Transport,Transport services of goods
1/10/2020,81,58.6,Communication,Information & communication equipment
1/10/2020,83,102.4,Communication,Information & communication services
1/10/2020,92,101.1,Recreation & Culture,Other recreational goods
1/10/2020,93,115.3,Recreation & Culture,Garden products & pets
1/10/2020,94,120.9,Recreation & Culture,Recreational services
1/10/2020,95,102.2,Recreation & Culture,Cultural goods
1/10/2020,96,124.2,Recreation & Culture,Cultural services
1/10/2020,97,114.9,Recreation & Culture,Newspapers & periodicals
1/10/2020,98,130.5,Recreation & Culture,Package holidays
1/10/2020,101,125.4,Education,Pre primary & primary education
1/10/2020,102,118.5,Education,Secondary education
1/10/2020,103,114.7,Education,Post-secondary non-tertiary education
1/10/2020,104,114.9,Education,Tertiary education
1/10/2020,105,119,Education,Education not defined by level
1/10/2020,111,137.1,Restaurants & Accommodation,Food & beverage preparation services
1/10/2020,112,100.2,Restaurants & Accommodation,Accommodation services
1/10/2020,121,109.9,Miscellaneous Goods & Services,Insurance
1/10/2020,122,103.8,Miscellaneous Goods & Services,Explicit charges by deposit-taking corporations
1/10/2020,131,115.1,Other Services,Personal care
1/10/2020,132,138.5,Other Services,Other personal item
1/10/2020,133,128.6,Other Services,Social protection
1/10/2020,139,120,Other Services,Other services
1/11/2020,1,143.2,Food & Non-Alcoholic Beverages,Food away from home
1/11/2020,11,131.6,Food & Non-Alcoholic Beverages,Food at home
1/11/2020,12,112.8,Food & Non-Alcoholic Beverages,Non-alcoholic beverages
1/11/2020,21,110.9,Alcohol & Tobacco,Alcoholic beverages
1/11/2020,23,183.7,Alcohol & Tobacco,Tobacco
1/11/2020,31,96,Clothing & Footwear,Clothes
1/11/2020,32,82.1,Clothing & Footwear,Shoes
1/11/2020,41,127.1,"Housing, Water, Electricity, Gas & Other Fuels",Actual rentals for housing
1/11/2020,43,126.5,"Housing, Water, Electricity, Gas & Other Fuels","Maintenance, repair & security of the dwelling"
1/11/2020,44,104.9,"Housing, Water, Electricity, Gas & Other Fuels",Water supply & miscellaneous services relating to the dwelling
1/11/2020,45,76.8,"Housing, Water, Electricity, Gas & Other Fuels","Electricity, gas & fuel"
1/11/2020,51,116.2,Furnishings & Household Equipment,"Furniture, furnishings & loose carpets"
1/11/2020,52,91.9,Furnishings & Household Equipment,Household textiles
1/11/2020,53,106.3,Furnishings & Household Equipment,Household appliances
1/11/2020,54,108,Furnishings & Household Equipment,"Glassware, tableware & household utensils"
1/11/2020,55,109.5,Furnishings & Household Equipment,Tools & equipment for house & garden
1/11/2020,56,124.4,Furnishings & Household Equipment,Goods & services for routine household maintenance
1/11/2020,61,119.8,Health,Medicines & health products
1/11/2020,62,141.4,Health,Outpatient care services
1/11/2020,63,120.3,Health,Inpatient care services
1/11/2020,64,117,Health,Others health services
1/11/2020,71,94.9,Transport,Purchase of vehicles
1/11/2020,72,101.5,Transport,Operation of personal transport equipment
1/11/2020,73,135.9,Transport,Passenger transport services
1/11/2020,74,,Transport,Transport services of goods
1/11/2020,81,58.6,Communication,Information & communication equipment
1/11/2020,83,102.4,Communication,Information & communication services
1/11/2020,92,101.1,Recreation & Culture,Other recreational goods
1/11/2020,93,115.3,Recreation & Culture,Garden products & pets
1/11/2020,94,120.8,Recreation & Culture,Recreational services
1/11/2020,95,102.2,Recreation & Culture,Cultural goods
1/11/2020,96,124.2,Recreation & Culture,Cultural services
1/11/2020,97,114.9,Recreation & Culture,Newspapers & periodicals
1/11/2020,98,130.5,Recreation & Culture,Package holidays
1/11/2020,101,125.4,Education,Pre primary & primary education
1/11/2020,102,118.5,Education,Secondary education
1/11/2020,103,114.7,Education,Post-secondary non-tertiary education
1/11/2020,104,114.9,Education,Tertiary education
1/11/2020,105,119,Education,Education not defined by level
1/11/2020,111,137.2,Restaurants & Accommodation,Food & beverage preparation services
1/11/2020,112,99.8,Restaurants & Accommodation,Accommodation services
1/11/2020,121,109.9,Miscellaneous Goods & Services,Insurance
1/11/2020,122,103.8,Miscellaneous Goods & Services,Explicit charges by deposit-taking corporations
1/11/2020,131,115.3,Other Services,Personal care
1/11/2020,132,137.9,Other Services,Other personal item
1/11/2020,133,128.3,Other Services,Social protection
1/11/2020,139,120,Other Services,Other services
1/12/2020,1,143.5,Food & Non-Alcoholic Beverages,Food away from home
1/12/2020,11,132.6,Food & Non-Alcoholic Beverages,Food at home
1/12/2020,12,112.9,Food & Non-Alcoholic Beverages,Non-alcoholic beverages
1/12/2020,21,111.1,Alcohol & Tobacco,Alcoholic beverages
1/12/2020,23,183.7,Alcohol & Tobacco,Tobacco
1/12/2020,31,96,Clothing & Footwear,Clothes
1/12/2020,32,82,Clothing & Footwear,Shoes
1/12/2020,41,127.1,"Housing, Water, Electricity, Gas & Other Fuels",Actual rentals for housing
1/12/2020,43,126.7,"Housing, Water, Electricity, Gas & Other Fuels","Maintenance, repair & security of the dwelling"
1/12/2020,44,104.9,"Housing, Water, Electricity, Gas & Other Fuels",Water supply & miscellaneous services relating to the dwelling
1/12/2020,45,76.8,"Housing, Water, Electricity, Gas & Other Fuels","Electricity, gas & fuel"
1/12/2020,51,116.4,Furnishings & Household Equipment,"Furniture, furnishings & loose carpets"
1/12/2020,52,91.9,Furnishings & Household Equipment,Household textiles
1/12/2020,53,106.4,Furnishings & Household Equipment,Household appliances
1/12/2020,54,108,Furnishings & Household Equipment,"Glassware, tableware & household utensils"
1/12/2020,55,109.7,Furnishings & Household Equipment,Tools & equipment for house & garden
1/12/2020,56,124.5,Furnishings & Household Equipment,Goods & services for routine household maintenance
1/12/2020,61,119.8,Health,Medicines & health products
1/12/2020,62,141.4,Health,Outpatient care services
1/12/2020,63,120.3,Health,Inpatient care services
1/12/2020,64,117,Health,Others health services
1/12/2020,71,94.9,Transport,Purchase of vehicles
1/12/2020,72,105.7,Transport,Operation of personal transport equipment
1/12/2020,73,132.1,Transport,Passenger transport services
1/12/2020,74,,Transport,Transport services of goods
1/12/2020,81,58.6,Communication,Information & communication equipment
1/12/2020,83,102.4,Communication,Information & communication services
1/12/2020,92,101.1,Recreation & Culture,Other recreational goods
1/12/2020,93,115.4,Recreation & Culture,Garden products & pets
1/12/2020,94,120.8,Recreation & Culture,Recreational services
1/12/2020,95,102.2,Recreation & Culture,Cultural goods
1/12/2020,96,124.2,Recreation & Culture,Cultural services
1/12/2020,97,114.8,Recreation & Culture,Newspapers & periodicals
1/12/2020,98,130.5,Recreation & Culture,Package holidays
1/12/2020,101,125.3,Education,Pre primary & primary education
1/12/2020,102,118.5,Education,Secondary education
1/12/2020,103,114.7,Education,Post-secondary non-tertiary education
1/12/2020,104,114.9,Education,Tertiary education
1/12/2020,105,119,Education,Education not defined by level
1/12/2020,111,137.2,Restaurants & Accommodation,Food & beverage preparation services
1/12/2020,112,99.6,Restaurants & Accommodation,Accommodation services
1/12/2020,121,109.9,Miscellaneous Goods & Services,Insurance
1/12/2020,122,103.8,Miscellaneous Goods & Services,Explicit charges by deposit-taking corporations
1/12/2020,131,115.3,Other Services,Personal care
1/12/2020,132,136.2,Other Services,Other personal item
1/12/2020,133,128.6,Other Services,Social protection
1/12/2020,139,120.1,Other Services,Other services
1/1/2021,1,143.6,Food & Non-Alcoholic Beverages,Food away from home
1/1/2021,11,133.2,Food & Non-Alcoholic Beverages,Food at home
1/1/2021,12,112.9,Food & Non-Alcoholic Beverages,Non-alcoholic beverages
1/1/2021,21,111.2,Alcohol & Tobacco,Alcoholic beverages
1/1/2021,23,183.7,Alcohol & Tobacco,Tobacco
1/1/2021,31,95.9,Clothing & Footwear,Clothes
1/1/2021,32,82,Clothing & Footwear,Shoes
1/1/2021,41,127.1,"Housing, Water, Electricity, Gas & Other Fuels",Actual rentals for housing
1/1/2021,43,126.7,"Housing, Water, Electricity, Gas & Other Fuels","Maintenance, repair & security of the dwelling"
1/1/2021,44,104.9,"Housing, Water, Electricity, Gas & Other Fuels",Water supply & miscellaneous services relating to the dwelling
1/1/2021,45,98,"Housing, Water, Electricity, Gas & Other Fuels","Electricity, gas & fuel"
1/1/2021,51,116.6,Furnishings & Household Equipment,"Furniture, furnishings & loose carpets"
1/1/2021,52,91.9,Furnishings & Household Equipment,Household textiles
1/1/2021,53,106.4,Furnishings & Household Equipment,Household appliances
1/1/2021,54,108,Furnishings & Household Equipment,"Glassware, tableware & household utensils"
1/1/2021,55,109.7,Furnishings & Household Equipment,Tools & equipment for house & garden
1/1/2021,56,125.1,Furnishings & Household Equipment,Goods & services for routine household maintenance
1/1/2021,61,119.8,Health,Medicines & health products
1/1/2021,62,141.5,Health,Outpatient care services
1/1/2021,63,120.6,Health,Inpatient care services
1/1/2021,64,117,Health,Others health services
1/1/2021,71,94.9,Transport,Purchase of vehicles
1/1/2021,72,110.5,Transport,Operation of personal transport equipment
1/1/2021,73,131.7,Transport,Passenger transport services
1/1/2021,74,,Transport,Transport services of goods
1/1/2021,81,58.6,Communication,Information & communication equipment
1/1/2021,83,102.4,Communication,Information & communication services
1/1/2021,92,101.2,Recreation & Culture,Other recreational goods
1/1/2021,93,115.5,Recreation & Culture,Garden products & pets
1/1/2021,94,120.9,Recreation & Culture,Recreational services
1/1/2021,95,102.2,Recreation & Culture,Cultural goods
1/1/2021,96,124.3,Recreation & Culture,Cultural services
1/1/2021,97,114.8,Recreation & Culture,Newspapers & periodicals
1/1/2021,98,130.5,Recreation & Culture,Package holidays
1/1/2021,101,125.4,Education,Pre primary & primary education
1/1/2021,102,118.4,Education,Secondary education
1/1/2021,103,114.7,Education,Post-secondary non-tertiary education
1/1/2021,104,114.9,Education,Tertiary education
1/1/2021,105,119,Education,Education not defined by level
1/1/2021,111,137.3,Restaurants & Accommodation,Food & beverage preparation services
1/1/2021,112,100.4,Restaurants & Accommodation,Accommodation services
1/1/2021,121,109.9,Miscellaneous Goods & Services,Insurance
1/1/2021,122,103.8,Miscellaneous Goods & Services,Explicit charges by deposit-taking corporations
1/1/2021,131,115.4,Other Services,Personal care
1/1/2021,132,136.4,Other Services,Other personal item
1/1/2021,133,128.7,Other Services,Social protection
1/1/2021,139,120.1,Other Services,Other services
1/2/2021,1,143.7,Food & Non-Alcoholic Beverages,Food away from home
1/2/2021,11,133,Food & Non-Alcoholic Beverages,Food at home
1/2/2021,12,112.9,Food & Non-Alcoholic Beverages,Non-alcoholic beverages
1/2/2021,21,111.3,Alcohol & Tobacco,Alcoholic beverages
1/2/2021,23,183.7,Alcohol & Tobacco,Tobacco
1/2/2021,31,95.9,Clothing & Footwear,Clothes
1/2/2021,32,81.9,Clothing & Footwear,Shoes
1/2/2021,41,127.4,"Housing, Water, Electricity, Gas & Other Fuels",Actual rentals for housing
1/2/2021,43,127.1,"Housing, Water, Electricity, Gas & Other Fuels","Maintenance, repair & security of the dwelling"
1/2/2021,44,104.9,"Housing, Water, Electricity, Gas & Other Fuels",Water supply & miscellaneous services relating to the dwelling
1/2/2021,45,98,"Housing, Water, Electricity, Gas & Other Fuels","Electricity, gas & fuel"
1/2/2021,51,116.9,Furnishings & Household Equipment,"Furniture, furnishings & loose carpets"
1/2/2021,52,91.8,Furnishings & Household Equipment,Household textiles
1/2/2021,53,106.5,Furnishings & Household Equipment,Household appliances
1/2/2021,54,108,Furnishings & Household Equipment,"Glassware, tableware & household utensils"
1/2/2021,55,109.6,Furnishings & Household Equipment,Tools & equipment for house & garden
1/2/2021,56,125.1,Furnishings & Household Equipment,Goods & services for routine household maintenance
1/2/2021,61,119.8,Health,Medicines & health products
1/2/2021,62,141.6,Health,Outpatient care services
1/2/2021,63,121.9,Health,Inpatient care services
1/2/2021,64,117,Health,Others health services
1/2/2021,71,94.8,Transport,Purchase of vehicles
1/2/2021,72,113.9,Transport,Operation of personal transport equipment
1/2/2021,73,128.2,Transport,Passenger transport services
1/2/2021,74,,Transport,Transport services of goods
1/2/2021,81,58.7,Communication,Information & communication equipment
1/2/2021,83,102.4,Communication,Information & communication services
1/2/2021,92,101.1,Recreation & Culture,Other recreational goods
1/2/2021,93,115.6,Recreation & Culture,Garden products & pets
1/2/2021,94,121,Recreation & Culture,Recreational services
1/2/2021,95,102.2,Recreation & Culture,Cultural goods
1/2/2021,96,124.3,Recreation & Culture,Cultural services
1/2/2021,97,114.9,Recreation & Culture,Newspapers & periodicals
1/2/2021,98,130.5,Recreation & Culture,Package holidays
1/2/2021,101,125.4,Education,Pre primary & primary education
1/2/2021,102,118.4,Education,Secondary education
1/2/2021,103,114.7,Education,Post-secondary non-tertiary education
1/2/2021,104,114.9,Education,Tertiary education
1/2/2021,105,119,Education,Education not defined by level
1/2/2021,111,137.3,Restaurants & Accommodation,Food & beverage preparation services
1/2/2021,112,99.9,Restaurants & Accommodation,Accommodation services
1/2/2021,121,109.9,Miscellaneous Goods & Services,Insurance
1/2/2021,122,103.8,Miscellaneous Goods & Services,Explicit charges by deposit-taking corporations
1/2/2021,131,115.2,Other Services,Personal care
1/2/2021,132,134.4,Other Services,Other personal item
1/2/2021,133,128.7,Other Services,Social protection
1/2/2021,139,120.1,Other Services,Other services
1/3/2021,1,143.9,Food & Non-Alcoholic Beverages,Food away from home
1/3/2021,11,132.9,Food & Non-Alcoholic Beverages,Food at home
1/3/2021,12,113.2,Food & Non-Alcoholic Beverages,Non-alcoholic beverages
1/3/2021,21,111.6,Alcohol & Tobacco,Alcoholic beverages
1/3/2021,23,183.7,Alcohol & Tobacco,Tobacco
1/3/2021,31,95.9,Clothing & Footwear,Clothes
1/3/2021,32,81.8,Clothing & Footwear,Shoes
1/3/2021,41,127.4,"Housing, Water, Electricity, Gas & Other Fuels",Actual rentals for housing
